id,block_name,week_start_date,week_number,day_number,workout_date,exercise_name,record_type,sets,reps,load,load_instruction,rpe,notes,processed_at
Block5_LowbarSquatswbelt_w2_d1_actual_1751436331788,Block 5,9/13/2022,2,1,9/13/2022,Lowbar Squats w/belt,actual,1,2,455,,8,,2025-07-02T06:05:31.788581300+00:00
Block5_LowbarSquatswbelt_w2_d1_prescribed_1751436331788,Block 5,9/13/2022,2,1,9/13/2022,Lowbar Squats w/belt,prescribed,3,6,,use calc,6.5,,2025-07-02T06:05:31.788584900+00:00
Block5_LowbarSquatswbelt_w2_d1_actual_1751436331788,Block 5,9/13/2022,2,1,9/13/2022,Lowbar Squats w/belt,actual,3,6,385,,6.5,,2025-07-02T06:05:31.788588600+00:00
Block5_1sPauseBenchPress_w2_d1_prescribed_1751436331788,Block 5,9/13/2022,2,1,9/13/2022,1s Pause Bench Press,prescribed,1,2,,find,7-8,,2025-07-02T06:05:31.788592100+00:00
Block5_1sPauseBenchPress_w2_d1_actual_1751436331788,Block 5,9/13/2022,2,1,9/13/2022,1s Pause Bench Press,actual,1,2,325,,7.5,,2025-07-02T06:05:31.788595800+00:00
Block5_1sPauseBenchPress_w2_d1_prescribed_1751436331788,Block 5,9/13/2022,2,1,9/13/2022,1s Pause Bench Press,prescribed,3,6,,use calc,6.5,,2025-07-02T06:05:31.788599200+00:00
Block5_1sPauseBenchPress_w2_d1_actual_1751436331788,Block 5,9/13/2022,2,1,9/13/2022,1s Pause Bench Press,actual,3,6,285,,6.5,,2025-07-02T06:05:31.788603100+00:00
Block5_PendlayRows_w2_d1_prescribed_1751436331788,Block 5,9/13/2022,2,1,9/13/2022,Pendlay Rows ,prescribed,3,8-12,,,7,,2025-07-02T06:05:31.788606400+00:00
Block5_PendlayRows_w2_d1_actual_1751436331788,Block 5,9/13/2022,2,1,9/13/2022,Pendlay Rows ,actual,3,10,135,,7,,2025-07-02T06:05:31.788609700+00:00
Block5_Abs(hanginglegraisesorabroller)_w2_d1_prescribed_1751436331788,Block 5,9/13/2022,2,1,9/13/2022,Abs (hanging leg raises or ab roller),prescribed,3,10-15,,,8,,2025-07-02T06:05:31.788614+00:00
Block5_Abs(hanginglegraisesorabroller)_w2_d1_actual_1751436331788,Block 5,9/13/2022,2,1,9/13/2022,Abs (hanging leg raises or ab roller),actual,2,10,,,7,,2025-07-02T06:05:31.788617900+00:00
Block5_3sPauseBenchPress_w2_d3_prescribed_1751436331788,Block 5,9/13/2022,2,3,9/15/2022,3s Pause Bench Press,prescribed,1,1,,find,8,,2025-07-02T06:05:31.788626400+00:00
Block5_3sPauseBenchPress_w2_d3_actual_1751436331788,Block 5,9/13/2022,2,3,9/15/2022,3s Pause Bench Press,actual,1,1,325,,7,,2025-07-02T06:05:31.788630+00:00
Block5_1sPauseBenchPress_w2_d3_prescribed_1751436331788,Block 5,9/13/2022,2,3,9/15/2022,1s Pause Bench Press,prescribed,3,5,,base on day 1,6.5,,2025-07-02T06:05:31.788633800+00:00
Block5_1sPauseBenchPress_w2_d3_actual_1751436331788,Block 5,9/13/2022,2,3,9/15/2022,1s Pause Bench Press,actual,3,5,285,,6.5,,2025-07-02T06:05:31.788637200+00:00
Block5_SumoDeadliftswbelt_w2_d3_prescribed_1751436331788,Block 5,9/13/2022,2,3,9/15/2022,Sumo Deadlifts w/belt,prescribed,4,3,,405,5.5,,2025-07-02T06:05:31.788641+00:00
Block5_SumoDeadliftswbelt_w2_d3_actual_1751436331788,Block 5,9/13/2022,2,3,9/15/2022,Sumo Deadlifts w/belt,actual,4,3,405,,5.5,,2025-07-02T06:05:31.788644600+00:00
Block5_Pullups*canbeweighted_w2_d3_prescribed_1751436331788,Block 5,9/13/2022,2,3,9/15/2022,Pullups *can be weighted,prescribed,3,6-10,,,8-9,,2025-07-02T06:05:31.788648100+00:00
Block5_Pullups*canbeweighted_w2_d3_actual_1751436331788,Block 5,9/13/2022,2,3,9/15/2022,Pullups *can be weighted,actual,3,8,25,,8,,2025-07-02T06:05:31.788651600+00:00
Block5_BBRDL's_w2_d3_prescribed_1751436331788,Block 5,9/13/2022,2,3,9/15/2022,BB RDL's,prescribed,3,6-10,,,7,,2025-07-02T06:05:31.788654700+00:00
Block5_BBRDL's_w2_d3_actual_1751436331788,Block 5,9/13/2022,2,3,9/15/2022,BB RDL's,actual,3,8,200,,7,,2025-07-02T06:05:31.788658+00:00
Block5_BBSkullcrushers_w2_d3_prescribed_1751436331788,Block 5,9/13/2022,2,3,9/15/2022,BB Skullcrushers,prescribed,2,8-12,,,7,,2025-07-02T06:05:31.788662600+00:00
Block5_BBSkullcrushers_w2_d3_actual_1751436331788,Block 5,9/13/2022,2,3,9/15/2022,BB Skullcrushers,actual,3,10,65,,7,,2025-07-02T06:05:31.788665900+00:00
Block5_LowbarSquatswbelt_w2_d5_prescribed_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,Lowbar Squats w/belt,prescribed,1,1,,find,8,,2025-07-02T06:05:31.788676+00:00
Block5_LowbarSquatswbelt_w2_d5_actual_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,Lowbar Squats w/belt,actual,1,1,463,,8,,2025-07-02T06:05:31.788679500+00:00
Block5_LowbarSquatswbelt_w2_d5_prescribed_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,Lowbar Squats w/belt,prescribed,3,4,,use calc,6.5,,2025-07-02T06:05:31.788683100+00:00
Block5_LowbarSquatswbelt_w2_d5_actual_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,Lowbar Squats w/belt,actual,3,4,405,,6.5,,2025-07-02T06:05:31.788686500+00:00
Block5_1sPauseBenchPress_w2_d5_prescribed_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,1s Pause Bench Press,prescribed,1,1,,find,7-8,,2025-07-02T06:05:31.788710500+00:00
Block5_1sPauseBenchPress_w2_d5_actual_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,1s Pause Bench Press,actual,1,1,353,,8,,2025-07-02T06:05:31.788714+00:00
Block5_1sPauseBenchPress_w2_d5_prescribed_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,1s Pause Bench Press,prescribed,4,3,,use calc,6.5,,2025-07-02T06:05:31.788717600+00:00
Block5_1sPauseBenchPress_w2_d5_actual_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,1s Pause Bench Press,actual,3,3,318,,6.5,,2025-07-02T06:05:31.788721+00:00
Block5_UnilateralOHTricepExtensionswDB_w2_d5_prescribed_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,Unilateral OH Tricep Extensions w/DB,prescribed,2,6-10,,,7,,2025-07-02T06:05:31.788725200+00:00
Block5_UnilateralOHTricepExtensionswDB_w2_d5_actual_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,Unilateral OH Tricep Extensions w/DB,actual,2,10,35,,7,,2025-07-02T06:05:31.788729500+00:00
Block5_ConvDeadliftswbelt_w2_d5_prescribed_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,Conv Deadlifts w/belt,prescribed,1,2,,find,8,,2025-07-02T06:05:31.788735100+00:00
Block5_ConvDeadliftswbelt_w2_d5_actual_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,Conv Deadlifts w/belt,actual,1,2,483,,8,,2025-07-02T06:05:31.788738700+00:00
Block5_ConvDeadliftswbelt_w2_d5_prescribed_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,Conv Deadlifts w/belt,prescribed,3,4,,use calc,6,,2025-07-02T06:05:31.788742300+00:00
Block5_ConvDeadliftswbelt_w2_d5_actual_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,Conv Deadlifts w/belt,actual,3,4,428,,6,,2025-07-02T06:05:31.788746+00:00
Block5_CloseGripBenchPress_w2_d5_prescribed_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,Close Grip Bench Press,prescribed,3,6-10,,,7,,2025-07-02T06:05:31.788749600+00:00
Block5_CloseGripBenchPress_w2_d5_actual_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,Close Grip Bench Press,actual,3,10,240,,7,,2025-07-02T06:05:31.788753100+00:00
Block5_MeadowsRowsORSealRows(bumpersunderbench)_w2_d5_prescribed_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,Meadows Rows OR Seal Rows (bumpers under bench),prescribed,2,6-10,,,7,,2025-07-02T06:05:31.788757500+00:00
Block5_Dips*canbeweighted_w2_d5_prescribed_1751436331788,Block 5,9/13/2022,2,5,9/17/2022,Dips *can be weighted,prescribed,3,6-10,,,7,,2025-07-02T06:05:31.788761800+00:00
Block5_LowbarSquatswbelt_w1_d1_prescribed_1751436331788,Block 5,295/230/440,1,1,295/230/440,Lowbar Squats w/belt,prescribed,,Lowbar Squats w/belt,,1,2,,2025-07-02T06:05:31.788770+00:00
Block5_LowbarSquatswbelt_w1_d1_actual_1751436331788,Block 5,295/230/440,1,1,295/230/440,Lowbar Squats w/belt,actual,,455,8,,1,2,2025-07-02T06:05:31.788773700+00:00
Block5_LowbarSquatswbelt_w1_d1_prescribed_1751436331788,Block 5,295/230/440,1,1,295/230/440,Lowbar Squats w/belt,prescribed,,Lowbar Squats w/belt,,3,6,,2025-07-02T06:05:31.788777300+00:00
Block5_LowbarSquatswbelt_w1_d1_actual_1751436331788,Block 5,295/230/440,1,1,295/230/440,Lowbar Squats w/belt,actual,,385,7,,3,6,2025-07-02T06:05:31.788780900+00:00
Block5_1sPauseBenchPress_w1_d1_prescribed_1751436331788,Block 5,295/230/440,1,1,295/230/440,1s Pause Bench Press,prescribed,,1s Pause Bench Press,,1,2,,2025-07-02T06:05:31.788784400+00:00
Block5_1sPauseBenchPress_w1_d1_actual_1751436331788,Block 5,295/230/440,1,1,295/230/440,1s Pause Bench Press,actual,,315,8,,1,2,2025-07-02T06:05:31.788787800+00:00
Block5_1sPauseBenchPress_w1_d1_prescribed_1751436331788,Block 5,295/230/440,1,1,295/230/440,1s Pause Bench Press,prescribed,,1s Pause Bench Press,,3,6,,2025-07-02T06:05:31.788791200+00:00
Block5_1sPauseBenchPress_w1_d1_actual_1751436331788,Block 5,295/230/440,1,1,295/230/440,1s Pause Bench Press,actual,,275,7,,3,6,2025-07-02T06:05:31.788794500+00:00
Block5_PendlayRows_w1_d1_prescribed_1751436331788,Block 5,295/230/440,1,1,295/230/440,Pendlay Rows ,prescribed,,Pendlay Rows,,3,8-12,,2025-07-02T06:05:31.788798200+00:00
Block5_PendlayRows_w1_d1_actual_1751436331788,Block 5,295/230/440,1,1,295/230/440,Pendlay Rows ,actual,,135,7,,3,12,2025-07-02T06:05:31.788801600+00:00
Block5_Abs(hanginglegraisesorabroller)_w1_d1_prescribed_1751436331788,Block 5,295/230/440,1,1,295/230/440,Abs (hanging leg raises or ab roller),prescribed,,Abs (hanging leg raises or ab roller),,3,10-15,,2025-07-02T06:05:31.788805900+00:00
Block5_Abs(hanginglegraisesorabroller)_w1_d1_actual_1751436331788,Block 5,295/230/440,1,1,295/230/440,Abs (hanging leg raises or ab roller),actual,,,8,,3,10,2025-07-02T06:05:31.788809700+00:00
Block5_3sPauseBenchPress_w1_d3_prescribed_1751436331788,Block 5,295/230/440,1,3,295/230/440,3s Pause Bench Press,prescribed,,3s Pause Bench Press,,1,1,,2025-07-02T06:05:31.788818+00:00
Block5_3sPauseBenchPress_w1_d3_actual_1751436331788,Block 5,295/230/440,1,3,295/230/440,3s Pause Bench Press,actual,,340,8,,1,1,2025-07-02T06:05:31.788821400+00:00
Block5_1sPauseBenchPress_w1_d3_prescribed_1751436331788,Block 5,295/230/440,1,3,295/230/440,1s Pause Bench Press,prescribed,,1s Pause Bench Press,,3,5,,2025-07-02T06:05:31.788824900+00:00
Block5_1sPauseBenchPress_w1_d3_actual_1751436331788,Block 5,295/230/440,1,3,295/230/440,1s Pause Bench Press,actual,,299,7,,3,5,2025-07-02T06:05:31.788828400+00:00
Block5_SumoDeadliftswbelt_w1_d3_prescribed_1751436331788,Block 5,295/230/440,1,3,295/230/440,Sumo Deadlifts w/belt,prescribed,,Sumo Deadlifts w/belt,,4,3,,2025-07-02T06:05:31.788832100+00:00
Block5_SumoDeadliftswbelt_w1_d3_actual_1751436331788,Block 5,295/230/440,1,3,295/230/440,Sumo Deadlifts w/belt,actual,,418,6,,4,3,2025-07-02T06:05:31.788835700+00:00
Block5_Pullups*canbeweighted_w1_d3_prescribed_1751436331788,Block 5,295/230/440,1,3,295/230/440,Pullups *can be weighted,prescribed,,Pullups *can be weighted,,3,6-10,,2025-07-02T06:05:31.788839200+00:00
Block5_Pullups*canbeweighted_w1_d3_actual_1751436331788,Block 5,295/230/440,1,3,295/230/440,Pullups *can be weighted,actual,,35,,,3,8,2025-07-02T06:05:31.788842800+00:00
Block5_BBRDL's_w1_d3_prescribed_1751436331788,Block 5,295/230/440,1,3,295/230/440,BB RDL's,prescribed,,BB RDL's,,3,6-10,,2025-07-02T06:05:31.788845900+00:00
Block5_BBRDL's_w1_d3_actual_1751436331788,Block 5,295/230/440,1,3,295/230/440,BB RDL's,actual,,200,7,,2,10,2025-07-02T06:05:31.788848800+00:00
Block5_BBSkullcrushers_w1_d3_prescribed_1751436331788,Block 5,295/230/440,1,3,295/230/440,BB Skullcrushers,prescribed,,BB Skullcrushers,,2,8-12,,2025-07-02T06:05:31.788852100+00:00
Block5_BBSkullcrushers_w1_d3_actual_1751436331788,Block 5,295/230/440,1,3,295/230/440,BB Skullcrushers,actual,,65,7,,2,10,2025-07-02T06:05:31.788855300+00:00
Block5_LowbarSquatswbelt_w1_d5_prescribed_1751436331788,Block 5,295/230/440,1,5,295/230/440,Lowbar Squats w/belt,prescribed,,Lowbar Squats w/belt,,1,1,,2025-07-02T06:05:31.788864600+00:00
Block5_LowbarSquatswbelt_w1_d5_actual_1751436331788,Block 5,295/230/440,1,5,295/230/440,Lowbar Squats w/belt,actual,,485,8,,1,1,2025-07-02T06:05:31.788868100+00:00
Block5_LowbarSquatswbelt_w1_d5_prescribed_1751436331788,Block 5,295/230/440,1,5,295/230/440,Lowbar Squats w/belt,prescribed,,Lowbar Squats w/belt,,3,4,,2025-07-02T06:05:31.788871600+00:00
Block5_LowbarSquatswbelt_w1_d5_actual_1751436331788,Block 5,295/230/440,1,5,295/230/440,Lowbar Squats w/belt,actual,,428,7,,3,4,2025-07-02T06:05:31.788875200+00:00
Block5_1sPauseBenchPress_w1_d5_prescribed_1751436331788,Block 5,295/230/440,1,5,295/230/440,1s Pause Bench Press,prescribed,,1s Pause Bench Press,,1,1,,2025-07-02T06:05:31.788878700+00:00
Block5_1sPauseBenchPress_w1_d5_actual_1751436331788,Block 5,295/230/440,1,5,295/230/440,1s Pause Bench Press,actual,,352,8,,1,1,2025-07-02T06:05:31.788882100+00:00
Block5_1sPauseBenchPress_w1_d5_prescribed_1751436331788,Block 5,295/230/440,1,5,295/230/440,1s Pause Bench Press,prescribed,,1s Pause Bench Press,,4,3,,2025-07-02T06:05:31.788885700+00:00
Block5_1sPauseBenchPress_w1_d5_actual_1751436331788,Block 5,295/230/440,1,5,295/230/440,1s Pause Bench Press,actual,,318,7,,4,3,2025-07-02T06:05:31.788889100+00:00
Block5_UnilateralOHTricepExtensionswDB_w1_d5_prescribed_1751436331788,Block 5,295/230/440,1,5,295/230/440,Unilateral OH Tricep Extensions w/DB,prescribed,,Unilateral OH Tricep Extensions w/DB,,2,6-10,,2025-07-02T06:05:31.788893+00:00
Block5_UnilateralOHTricepExtensionswDB_w1_d5_actual_1751436331788,Block 5,295/230/440,1,5,295/230/440,Unilateral OH Tricep Extensions w/DB,actual,,35,7,,2,10,2025-07-02T06:05:31.788896900+00:00
Block5_DAY_w1_d5_prescribed_1751436331788,Block 5,295/230/440,1,5,295/230/440,DAY ,prescribed,,DAY,,,,,2025-07-02T06:05:31.788899900+00:00
Block5_ConvDeadliftswbelt_w1_d5_prescribed_1751436331788,Block 5,295/230/440,1,5,295/230/440,Conv Deadlifts w/belt,prescribed,,Conv Deadlifts w/belt,,1,2,,2025-07-02T06:05:31.788904400+00:00
Block5_ConvDeadliftswbelt_w1_d5_actual_1751436331788,Block 5,295/230/440,1,5,295/230/440,Conv Deadlifts w/belt,actual,,485,8,,1,2,2025-07-02T06:05:31.788908100+00:00
Block5_ConvDeadliftswbelt_w1_d5_prescribed_1751436331788,Block 5,295/230/440,1,5,295/230/440,Conv Deadlifts w/belt,prescribed,,Conv Deadlifts w/belt,,3,4,,2025-07-02T06:05:31.788911700+00:00
Block5_ConvDeadliftswbelt_w1_d5_actual_1751436331788,Block 5,295/230/440,1,5,295/230/440,Conv Deadlifts w/belt,actual,,427,6.5,,3,4,2025-07-02T06:05:31.788915400+00:00
Block5_CloseGripBenchPress_w1_d5_prescribed_1751436331788,Block 5,295/230/440,1,5,295/230/440,Close Grip Bench Press,prescribed,,Close Grip Bench Press,,3,6-10,,2025-07-02T06:05:31.788918800+00:00
Block5_CloseGripBenchPress_w1_d5_actual_1751436331788,Block 5,295/230/440,1,5,295/230/440,Close Grip Bench Press,actual,,245,7,,3,8,2025-07-02T06:05:31.788922200+00:00
Block5_MeadowsRowsORSealRows(bumpersunderbench)_w1_d5_prescribed_1751436331788,Block 5,295/230/440,1,5,295/230/440,Meadows Rows OR Seal Rows (bumpers under bench),prescribed,,Meadows Rows OR Seal Rows (bumpers under bench),,2,6-10,,2025-07-02T06:05:31.788926600+00:00
Block5_MeadowsRowsORSealRows(bumpersunderbench)_w1_d5_actual_1751436331788,Block 5,295/230/440,1,5,295/230/440,Meadows Rows OR Seal Rows (bumpers under bench),actual,,135,7,,3,10,2025-07-02T06:05:31.788930700+00:00
Block5_Dips*canbeweighted_w1_d5_prescribed_1751436331788,Block 5,295/230/440,1,5,295/230/440,Dips *can be weighted,prescribed,,Dips *can be weighted,,3,6-10,,2025-07-02T06:05:31.788934600+00:00
Block5_Dips*canbeweighted_w1_d5_actual_1751436331788,Block 5,295/230/440,1,5,295/230/440,Dips *can be weighted,actual,,35,7,,3,10,2025-07-02T06:05:31.788938200+00:00
Block5_LowbarSquatswbelt_w3_d1_prescribed_1751436331788,Block 5,9/19/2022,3,1,9/19/2022,Lowbar Squats w/belt,prescribed,1,2,,find,8,,2025-07-02T06:05:31.788945900+00:00
Block5_LowbarSquatswbelt_w3_d1_actual_1751436331788,Block 5,9/19/2022,3,1,9/19/2022,Lowbar Squats w/belt,actual,1,2,455,,8,Still 8 but felt a bit better than last week,2025-07-02T06:05:31.788949700+00:00
Block5_LowbarSquatswbelt_w3_d1_prescribed_1751436331788,Block 5,9/19/2022,3,1,9/19/2022,Lowbar Squats w/belt,prescribed,3,6,,use calc,7,,2025-07-02T06:05:31.788953300+00:00
Block5_LowbarSquatswbelt_w3_d1_actual_1751436331788,Block 5,9/19/2022,3,1,9/19/2022,Lowbar Squats w/belt,actual,3,6,385,,6.5,,2025-07-02T06:05:31.788956800+00:00
Block5_1sPauseBenchPress_w3_d1_prescribed_1751436331788,Block 5,9/19/2022,3,1,9/19/2022,1s Pause Bench Press,prescribed,1,2,,find,8,,2025-07-02T06:05:31.788960300+00:00
Block5_1sPauseBenchPress_w3_d1_actual_1751436331788,Block 5,9/19/2022,3,1,9/19/2022,1s Pause Bench Press,actual,1,2,315,,7,Forgot wraps and felt sketchy went light,2025-07-02T06:05:31.788963800+00:00
Block5_1sPauseBenchPress_w3_d1_prescribed_1751436331788,Block 5,9/19/2022,3,1,9/19/2022,1s Pause Bench Press,prescribed,3,6,,use calc,7,,2025-07-02T06:05:31.788967300+00:00
Block5_1sPauseBenchPress_w3_d1_actual_1751436331788,Block 5,9/19/2022,3,1,9/19/2022,1s Pause Bench Press,actual,3,6,275,,6,,2025-07-02T06:05:31.788970800+00:00
Block5_PendlayRows_w3_d1_prescribed_1751436331788,Block 5,9/19/2022,3,1,9/19/2022,Pendlay Rows ,prescribed,3,8-12,,,7,,2025-07-02T06:05:31.788974200+00:00
Block5_PendlayRows_w3_d1_actual_1751436331788,Block 5,9/19/2022,3,1,9/19/2022,Pendlay Rows ,actual,3,12,135,,7,,2025-07-02T06:05:31.788977600+00:00
Block5_Abs(hanginglegraisesorabroller)_w3_d1_prescribed_1751436331788,Block 5,9/19/2022,3,1,9/19/2022,Abs (hanging leg raises or ab roller),prescribed,3,10-15,,,8,,2025-07-02T06:05:31.788981700+00:00
Block5_Abs(hanginglegraisesorabroller)_w3_d1_actual_1751436331788,Block 5,9/19/2022,3,1,9/19/2022,Abs (hanging leg raises or ab roller),actual,3,10,,,7,,2025-07-02T06:05:31.788985800+00:00
Block5_3sPauseBenchPress_w3_d3_prescribed_1751436331788,Block 5,9/19/2022,3,3,9/21/2022,3s Pause Bench Press,prescribed,1,1,,find,8,,2025-07-02T06:05:31.788994300+00:00
Block5_3sPauseBenchPress_w3_d3_actual_1751436331788,Block 5,9/19/2022,3,3,9/21/2022,3s Pause Bench Press,actual,1,1,340,,8,,2025-07-02T06:05:31.788997700+00:00
Block5_1sPauseBenchPress_w3_d3_prescribed_1751436331789,Block 5,9/19/2022,3,3,9/21/2022,1s Pause Bench Press,prescribed,3,5,,base on day 1,7,,2025-07-02T06:05:31.789001100+00:00
Block5_1sPauseBenchPress_w3_d3_actual_1751436331789,Block 5,9/19/2022,3,3,9/21/2022,1s Pause Bench Press,actual,3,5,299,,7,,2025-07-02T06:05:31.789004500+00:00
Block5_SumoDeadliftswbelt_w3_d3_prescribed_1751436331789,Block 5,9/19/2022,3,3,9/21/2022,Sumo Deadlifts w/belt,prescribed,4,3,,415,6,,2025-07-02T06:05:31.789008500+00:00
Block5_SumoDeadliftswbelt_w3_d3_actual_1751436331789,Block 5,9/19/2022,3,3,9/21/2022,Sumo Deadlifts w/belt,actual,4,3,418,,6,,2025-07-02T06:05:31.789012300+00:00
Block5_Pullups*canbeweighted_w3_d3_prescribed_1751436331789,Block 5,9/19/2022,3,3,9/21/2022,Pullups *can be weighted,prescribed,3,6-10,,,8-9,,2025-07-02T06:05:31.789016+00:00
Block5_Pullups*canbeweighted_w3_d3_actual_1751436331789,Block 5,9/19/2022,3,3,9/21/2022,Pullups *can be weighted,actual,3,8,35,,8,,2025-07-02T06:05:31.789019300+00:00
Block5_BBRDL's_w3_d3_prescribed_1751436331789,Block 5,9/19/2022,3,3,9/21/2022,BB RDL's,prescribed,3,6-10,,,7,,2025-07-02T06:05:31.789022300+00:00
Block5_BBRDL's_w3_d3_actual_1751436331789,Block 5,9/19/2022,3,3,9/21/2022,BB RDL's,actual,2,10,200,,7,,2025-07-02T06:05:31.789025400+00:00
Block5_BBSkullcrushers_w3_d3_prescribed_1751436331789,Block 5,9/19/2022,3,3,9/21/2022,BB Skullcrushers,prescribed,2,8-12,,,7,,2025-07-02T06:05:31.789028600+00:00
Block5_BBSkullcrushers_w3_d3_actual_1751436331789,Block 5,9/19/2022,3,3,9/21/2022,BB Skullcrushers,actual,2,10,65,,7,,2025-07-02T06:05:31.789032+00:00
Block5_LowbarSquatswbelt_w3_d5_prescribed_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,Lowbar Squats w/belt,prescribed,1,1,,find,8,,2025-07-02T06:05:31.789041800+00:00
Block5_LowbarSquatswbelt_w3_d5_actual_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,Lowbar Squats w/belt,actual,1,1,485,,8,,2025-07-02T06:05:31.789045400+00:00
Block5_LowbarSquatswbelt_w3_d5_prescribed_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,Lowbar Squats w/belt,prescribed,3,4,,use calc,7,,2025-07-02T06:05:31.789049100+00:00
Block5_LowbarSquatswbelt_w3_d5_actual_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,Lowbar Squats w/belt,actual,3,4,428,,7,,2025-07-02T06:05:31.789053500+00:00
Block5_1sPauseBenchPress_w3_d5_prescribed_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,1s Pause Bench Press,prescribed,1,1,,find,8,,2025-07-02T06:05:31.789057+00:00
Block5_1sPauseBenchPress_w3_d5_actual_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,1s Pause Bench Press,actual,1,1,352,,8,Really wanted to go up but this was still a 8,2025-07-02T06:05:31.789060600+00:00
Block5_1sPauseBenchPress_w3_d5_prescribed_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,1s Pause Bench Press,prescribed,4,3,,use calc,7,,2025-07-02T06:05:31.789064+00:00
Block5_1sPauseBenchPress_w3_d5_actual_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,1s Pause Bench Press,actual,4,3,318,,6.5,,2025-07-02T06:05:31.789067300+00:00
Block5_UnilateralOHTricepExtensionswDB_w3_d5_prescribed_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,Unilateral OH Tricep Extensions w/DB,prescribed,2,6-10,,,7,,2025-07-02T06:05:31.789071500+00:00
Block5_UnilateralOHTricepExtensionswDB_w3_d5_actual_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,Unilateral OH Tricep Extensions w/DB,actual,2,10,35,,,,2025-07-02T06:05:31.789075900+00:00
Block5_ConvDeadliftswbelt_w3_d5_prescribed_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,Conv Deadlifts w/belt,prescribed,1,2,,find/add 5-10,8,,2025-07-02T06:05:31.789082500+00:00
Block5_ConvDeadliftswbelt_w3_d5_actual_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,Conv Deadlifts w/belt,actual,1,2,485,,8.5,,2025-07-02T06:05:31.789086600+00:00
Block5_ConvDeadliftswbelt_w3_d5_prescribed_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,Conv Deadlifts w/belt,prescribed,3,4,,use calc,6.5,,2025-07-02T06:05:31.789090500+00:00
Block5_ConvDeadliftswbelt_w3_d5_actual_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,Conv Deadlifts w/belt,actual,3,4,427,,7,,2025-07-02T06:05:31.789094200+00:00
Block5_CloseGripBenchPress_w3_d5_prescribed_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,Close Grip Bench Press,prescribed,3,6-10,,,7,,2025-07-02T06:05:31.789098100+00:00
Block5_CloseGripBenchPress_w3_d5_actual_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,Close Grip Bench Press,actual,3,8,245,,7,,2025-07-02T06:05:31.789101800+00:00
Block5_MeadowsRowsORSealRows(bumpersunderbench)_w3_d5_prescribed_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,Meadows Rows OR Seal Rows (bumpers under bench),prescribed,2,6-10,,,7,,2025-07-02T06:05:31.789106600+00:00
Block5_MeadowsRowsORSealRows(bumpersunderbench)_w3_d5_actual_1751436331789,Block 5,9/19/2022,3,5,9/23/2022,Meadows Rows OR Seal Rows (bumpers under bench),actual,3,10,135,,7,,2025-07-02T06:05:31.789110900+00:00
